39.9604,116.37053
39.96039,116.37052
39.96038,116.37052
39.96037,116.37052
39.96036,116.37052
39.96035,116.37051
39.96034,116.37051
39.96033,116.37051
39.96032,116.37051
39.96032,116.37052
39.96033,116.37052
39.96034,116.3705
39.96035,116.3705
39.96036,116.3705
39.96033,116.3705
39.96649,116.34338
39.96031,116.37051
39.96031,116.37052
39.9603,116.37052
39.96029,116.37052
39.96028,116.37052
39.96027,116.37052
39.96026,116.37052
39.96089,116.37054
39.96088,116.37054
39.96087,116.37054
39.95983,116.37057
39.95983,116.37058
39.95982,116.37057
39.95982,116.37056
39.95983,116.37056
39.95985,116.37056
39.95986,116.37056
39.95987,116.37056
39.95988,116.37055
39.96077,116.37045
39.96076,116.37045
39.95995,116.37049
39.96003,116.37048
39.96007,116.37047
39.96008,116.37047
39.96011,116.37047
39.96012,116.37048
39.96015,116.37047
39.96012,116.37047
39.96009,116.37047
39.96007,116.37048
39.96005,116.37048
39.96003,116.37049
39.96002,116.37049
39.96002,116.3705
39.96001,116.37051
39.96,116.37051
39.95999,116.37051
39.95998,116.3705
39.95998,116.37051
39.95999,116.37052
39.96007,116.37063
39.96008,116.37063
39.95952,116.37047
39.95953,116.37047
39.95954,116.37048
39.95955,116.37048
39.9606,116.37063
39.96059,116.37063
39.96058,116.37062
39.95974,116.37049
39.95975,116.37049
39.95975,116.3705
39.95976,116.3705
39.95977,116.3705
39.95978,116.3705
39.95978,116.37051
39.95977,116.37051
39.95876,116.37035
39.9588,116.37037
39.95897,116.37038
39.95896,116.37038
39.95981,116.37046
39.95979,116.37045
39.95975,116.37045
39.95974,116.37045
39.95976,116.37045
39.95978,116.37047
39.9598,116.37047
39.95981,116.37047
39.95981,116.37048
39.95983,116.37049
39.95985,116.3705
39.95985,116.37051
39.95986,116.37051
39.95984,116.37051
39.95983,116.37051
39.95982,116.37051
39.95982,116.3705
39.95981,116.3705
39.9598,116.3705
39.95979,116.37049
39.95978,116.37049
39.95977,116.37049
39.95977,116.37048
39.95954,116.3704
39.9595,116.3704
39.95951,116.3704
39.95952,116.3704
39.95953,116.3704
39.95953,116.37041
39.96005,116.37068
39.96004,116.37068
39.96004,116.37067
39.96005,116.37067
39.95984,116.37041
39.95982,116.3704
39.95977,116.37038
39.95976,116.37038
39.95978,116.37038
39.95982,116.37038
39.95981,116.37036
39.95977,116.37037
39.95971,116.37036
39.9597,116.37036
39.95971,116.37037
39.95972,116.37037
39.95973,116.37038
39.95946,116.37027
39.95947,116.37027
39.95954,116.37031
39.95952,116.37029
39.95953,116.37029
39.95953,116.3703
39.95956,116.37032
39.96049,116.37087
39.96048,116.37086
39.96047,116.37086
39.96047,116.37085
39.96047,116.37083
39.96048,116.37029
39.96047,116.3698
39.96038,116.36947
39.96034,116.36934
39.96029,116.3693
39.96008,116.36933
39.95982,116.36927
39.95886,116.36967
39.95869,116.37005
39.95851,116.37047
39.95842,116.3707
39.9584,116.37075
39.95719,116.37173
39.95694,116.37169
39.95719,116.36943
39.9572,116.36925
39.95721,116.3691
39.95712,116.36845
39.95709,116.36758
39.95669,116.36605
39.95669,116.36604
39.95666,116.36577
39.95664,116.36538
39.9566,116.3652
39.95658,116.36517
39.9564,116.36505
39.95609,116.36505
39.95561,116.36508
39.95531,116.36506
39.95518,116.36508
39.95513,116.36513
39.95262,116.36481
39.95251,116.36492
39.95242,116.36495
39.95239,116.36501
39.95233,116.36506
39.95227,116.36518
39.95239,116.36545
39.95243,116.36557
39.95234,116.36559
39.95127,116.3653
39.95117,116.36529
39.95104,116.36527
39.95092,116.36527
39.95076,116.36531
39.95048,116.36531
39.95022,116.36531
39.94986,116.36528
39.94972,116.36512
39.94973,116.36484
39.94974,116.36458
39.94978,116.36421
39.94982,116.36389
39.94982,116.36356
39.9498,116.36344
39.94974,116.36303
39.94969,116.36287
39.94965,116.36264
39.94964,116.36237
39.94961,116.36211
39.94964,116.36197
39.94972,116.36184
39.94966,116.36175
39.94953,116.36159
39.94952,116.36154
39.94948,116.36145
39.94944,116.36121
39.94933,116.36083
39.94924,116.3605
39.94901,116.35974
39.94882,116.35925
39.94841,116.3583
39.94821,116.35784
39.94816,116.35761
39.94806,116.35739
39.94796,116.3572
39.94785,116.35697
39.94773,116.35669
39.94759,116.35642
39.94741,116.35604
39.94724,116.35572
39.94709,116.35556
39.94699,116.35528
39.94691,116.35506
39.94676,116.35475
39.94664,116.35448
39.9466,116.35434
39.94655,116.35426
39.94663,116.35439
39.94657,116.35449
39.94645,116.35465
39.9463,116.3548
39.94619,116.35487
39.94561,116.3546
39.9456,116.3546
39.94555,116.35465
39.94551,116.35465
39.94544,116.35472
39.94529,116.35485
39.94495,116.35502
39.94484,116.35507
39.94489,116.35527
39.94481,116.35536
39.94473,116.35547
39.94474,116.35556
39.94475,116.3556
39.9447,116.35566
39.94468,116.35575
39.94463,116.3558
39.9446,116.35586
39.94459,116.35586
39.9446,116.35591
39.94458,116.35594
39.94455,116.356
39.94449,116.35606
39.94448,116.35609
39.94443,116.3561
39.94441,116.3561
39.9445,116.35615
39.94448,116.35614
39.94442,116.35611
39.94438,116.35609
39.94436,116.35597
39.9443,116.35571
39.94423,116.35546
39.94402,116.35487
39.94396,116.35465
39.94387,116.3543
39.94385,116.35425
39.94383,116.35425
39.94381,116.35418
39.94371,116.35379
39.9436,116.35339
39.94356,116.35271
39.94344,116.35222
39.94337,116.35185
39.94323,116.35147
39.94299,116.35067
39.9429,116.3505
39.94281,116.35028
39.9427,116.34999
39.94254,116.34972
39.94229,116.34951
39.94209,116.34932
39.94197,116.34923
39.94183,116.34912
39.94176,116.34908
39.94154,116.349
39.9414,116.34896
39.94109,116.34892
39.94069,116.34892
39.9403,116.34898
39.93989,116.34905
39.93949,116.34912
39.93895,116.34913
39.93803,116.34917
39.93749,116.34913
39.93704,116.34915
39.93667,116.34918
39.93644,116.34917
39.93638,116.34904
39.93649,116.3487
39.93662,116.34862
39.93662,116.34856
39.93667,116.34861
39.93661,116.34833
39.93659,116.34798
39.93646,116.34755
39.9364,116.34735
39.9363,116.34725
39.93632,116.34726
39.93638,116.34727
39.93641,116.34728
39.93637,116.34727
39.93635,116.34728
39.93626,116.34696
39.9361,116.3467
39.93588,116.34666
39.93558,116.34674
39.93525,116.34686
39.93474,116.34705
39.93428,116.34715
39.93376,116.34715
39.93327,116.34719
39.93283,116.34728
39.93238,116.3474
39.9322,116.34742
39.93173,116.34738
39.93171,116.34738
39.9317,116.34738
39.93169,116.34738
39.93161,116.34739
39.93153,116.3474
39.93133,116.34733
39.93122,116.34714
39.93119,116.34679
39.93118,116.34646
39.93118,116.34605
39.93125,116.34553
39.93124,116.34499
39.93132,116.34472
39.93136,116.34397
39.93135,116.3438
39.93136,116.34378
39.93095,116.34357
39.93096,116.34357
39.93092,116.34293
39.93102,116.34272
39.93105,116.34257
39.93106,116.34244
39.9311,116.34237
39.93137,116.34252
39.93149,116.34233
39.93154,116.34207
39.9316,116.34205
39.93157,116.34196
39.93155,116.34196
39.93157,116.34198
39.93158,116.34197
39.9316,116.34198
39.93164,116.342
39.93167,116.34201
39.93166,116.34176
39.93165,116.34137
39.93163,116.34125
39.9316,116.34121
39.93157,116.34119
39.93153,116.34105
39.93144,116.34078
39.93138,116.34055
39.93137,116.34042
39.93136,116.34021
39.93134,116.33995
39.93145,116.33957
39.93147,116.33949
39.93152,116.33939
39.93153,116.33939
39.93153,116.33938
39.93143,116.33909
39.93146,116.33868
39.93144,116.33817
39.93137,116.33762
39.93138,116.33701
39.9314,116.3362
39.9314,116.33535
39.93137,116.33458
39.93137,116.33391
39.93133,116.33324
39.93132,116.33255
39.93119,116.33111
39.93117,116.33083
39.9312,116.33083
39.93173,116.33096
39.93129,116.33034
39.93129,116.32863
39.93124,116.3285
39.93125,116.32813
39.93119,116.32634
39.93125,116.32385
39.93128,116.3231
39.93129,116.32242
39.93139,116.32214
39.9314,116.32193
39.93143,116.32181
39.9315,116.32155
39.9315,116.32113
39.93159,116.32089
39.9316,116.3207
39.9316,116.32069
39.93067,116.32031
39.93067,116.3203
39.93096,116.32042
39.93096,116.32041
39.93097,116.32035
39.93102,116.32023
39.93123,116.31998
39.93129,116.31926
39.93127,116.31838
39.93127,116.31718
39.93136,116.31695
39.93138,116.31655
39.93133,116.31483
39.93135,116.31455
39.9313,116.31445
39.93135,116.31405
